dpse	dmel
FBgn0248506	FBgn0038173
FBgn0248508	FBgn0039588
FBgn0248509	FBgn0051051
FBgn0248510	FBgn0260461
FBgn0248511	FBgn0039437
FBgn0248512	FBgn0051080
FBgn0248513	FBgn0051081
FBgn0248514	NA
FBgn0248515	FBgn0038643
FBgn0248516	NA
FBgn0248517	FBgn0040354
FBgn0248518	NA
FBgn0248519	FBgn0029172
FBgn0248520	FBgn0038889
FBgn0248521	FBgn0004863
FBgn0248522	FBgn0265140
FBgn0248523	FBgn0038127
FBgn0248525	FBgn0036090
FBgn0248526	FBgn0037360
FBgn0248527	FBgn0037358
FBgn0248528	FBgn0027951
FBgn0248530	NA
FBgn0248531	NA
FBgn0248532	NA
FBgn0248533	NA
FBgn0248534	FBgn0038105
FBgn0248535	FBgn0038098
FBgn0248536	NA
FBgn0248537	NA
FBgn0248538	FBgn0038088
FBgn0248541	NA
FBgn0248542	NA
FBgn0248543	NA
FBgn0248544	FBgn0262846
FBgn0248545	NA
FBgn0248546	FBgn0036159
FBgn0248549	NA
FBgn0248550	FBgn0038978
FBgn0248551	NA
FBgn0248552	FBgn0003996
FBgn0248553	NA
FBgn0248554	FBgn0038603
FBgn0248555	FBgn0038602
FBgn0248556	FBgn0259736
FBgn0248558	FBgn0040384
FBgn0248559	FBgn0038934
FBgn0248562	FBgn0053721
FBgn0248563	NA
FBgn0248564	FBgn0085331
FBgn0248565	NA
FBgn0248566	NA
FBgn0248568	FBgn0261572
FBgn0248569	NA
FBgn0248570	NA
FBgn0248571	NA
FBgn0248572	FBgn0002563
FBgn0248573	FBgn0031085
FBgn0248574	FBgn0030684
FBgn0248575	FBgn0261290
FBgn0248576	FBgn0012042
FBgn0248577	NA
FBgn0248578	FBgn0039124
FBgn0248579	FBgn0003862
FBgn0248580	NA
FBgn0248581	FBgn0053329
FBgn0248582	FBgn0053109
FBgn0248583	FBgn0051326
FBgn0248584	FBgn0038208
FBgn0248585	FBgn0038208
FBgn0248586	NA
FBgn0248587	FBgn0038201
FBgn0248588	FBgn0038199
FBgn0248589	FBgn0012042
FBgn0248590	FBgn0038189
FBgn0248591	FBgn0038188
FBgn0248594	NA
FBgn0248595	NA
FBgn0248596	NA
FBgn0248598	NA
FBgn0248599	NA
FBgn0248600	FBgn0030030
FBgn0248601	NA
FBgn0248602	NA
FBgn0248603	NA
FBgn0248604	NA
FBgn0248605	NA
FBgn0248607	FBgn0083967
FBgn0248609	FBgn0000709
FBgn0248612	FBgn0039145
FBgn0248613	NA
FBgn0248614	FBgn0027103
FBgn0248616	FBgn0039155
FBgn0248618	FBgn0026257
FBgn0248619	FBgn0043884
FBgn0248620	FBgn0051464
FBgn0248621	FBgn0051463
FBgn0248624	FBgn0039886
FBgn0248625	NA
FBgn0248626	FBgn0035782
FBgn0248627	NA
FBgn0248628	FBgn0039887
FBgn0248629	NA
FBgn0248630	NA
FBgn0248631	NA
FBgn0248632	FBgn0037843
FBgn0248633	FBgn0038790
FBgn0248634	NA
FBgn0248635	NA
FBgn0248636	NA
FBgn0248637	NA
FBgn0248638	FBgn0040339
FBgn0248639	FBgn0038183
FBgn0248640	NA
FBgn0248641	NA
FBgn0248642	NA
FBgn0248643	NA
FBgn0248644	FBgn0083949
FBgn0248646	FBgn0039882
FBgn0248649	NA
FBgn0248651	FBgn0038929
FBgn0248652	NA
FBgn0248653	FBgn0000247
FBgn0248654	FBgn0031043
FBgn0248655	FBgn0032620
FBgn0248656	FBgn0027602
FBgn0248657	FBgn0000150
FBgn0248660	FBgn0034464
FBgn0248661	FBgn0034464
FBgn0248662	NA
FBgn0248663	NA
FBgn0248664	NA
FBgn0248665	FBgn0015778
FBgn0248667	NA
FBgn0248668	FBgn0015011
FBgn0248669	FBgn0053894
FBgn0248670	FBgn0263231
FBgn0248671	FBgn0259992
FBgn0248672	FBgn0037347
FBgn0248673	FBgn0019637
FBgn0248674	NA
FBgn0248678	NA
FBgn0248679	NA
FBgn0248680	FBgn0004577
FBgn0248682	FBgn0037836
FBgn0248683	FBgn0052600
FBgn0248685	FBgn0039266
FBgn0248686	NA
FBgn0248690	FBgn0005585
FBgn0248691	FBgn0026150
FBgn0248693	NA
FBgn0248698	FBgn0000036
FBgn0248699	FBgn0039198
FBgn0248700	NA
FBgn0248701	FBgn0039189
FBgn0248702	FBgn0035218
FBgn0248703	NA
FBgn0248704	NA
FBgn0248705	FBgn0085320
FBgn0248706	FBgn0040606
FBgn0248707	NA
FBgn0248708	NA
FBgn0248709	FBgn0083966
FBgn0248710	FBgn0037296
FBgn0248711	NA
FBgn0248712	FBgn0037686
FBgn0248713	FBgn0039405
FBgn0248714	FBgn0036325
FBgn0248715	FBgn0039396
FBgn0248716	FBgn0023423
FBgn0248717	FBgn0052625
FBgn0248719	NA
FBgn0248720	FBgn0036609
FBgn0248721	NA
FBgn0248723	FBgn0030520
FBgn0248724	FBgn0085326
FBgn0248725	NA
FBgn0248726	NA
FBgn0248727	FBgn0004778
FBgn0248728	NA
FBgn0248729	FBgn0053202
FBgn0248731	NA
FBgn0248732	FBgn0261641
FBgn0248733	FBgn0037255
FBgn0248734	FBgn0037262
FBgn0248735	FBgn0037263
FBgn0248736	FBgn0038369
FBgn0248737	FBgn0038381
FBgn0248738	FBgn0085305
FBgn0248739	NA
FBgn0248740	FBgn0039329
FBgn0248741	FBgn0039328
FBgn0248742	FBgn0045761
FBgn0248743	NA
FBgn0248744	NA
FBgn0248745	FBgn0039321
FBgn0248746	NA
FBgn0248747	FBgn0028421
FBgn0248748	FBgn0038548
FBgn0248749	NA
FBgn0248750	NA
FBgn0248751	NA
FBgn0248752	NA
FBgn0248753	NA
FBgn0248754	NA
FBgn0248755	NA
FBgn0248756	FBgn0038295
FBgn0248757	FBgn0260659
FBgn0248758	FBgn0259991
FBgn0248759	NA
FBgn0248760	NA
FBgn0248761	NA
FBgn0248762	NA
FBgn0248763	FBgn0030793
FBgn0248764	FBgn0025825
FBgn0248765	NA
FBgn0248766	FBgn0037325
FBgn0248767	NA
FBgn0248768	FBgn0037320
FBgn0248769	NA
FBgn0248770	NA
FBgn0248771	NA
FBgn0248772	FBgn0013576
FBgn0248773	NA
FBgn0248774	NA
FBgn0248775	FBgn0260462
FBgn0248777	NA
FBgn0248778	FBgn0087035
FBgn0248779	FBgn0260645
FBgn0248780	NA
FBgn0248781	NA
FBgn0248782	NA
FBgn0248783	FBgn0262605
FBgn0248784	NA
FBgn0248785	FBgn0036398
FBgn0248786	NA
FBgn0248787	NA
FBgn0248788	FBgn0020280
FBgn0248789	FBgn0030810
FBgn0248790	FBgn0036395
FBgn0248792	FBgn0000244
FBgn0248793	FBgn0014023
FBgn0248794	FBgn0037101
FBgn0248795	FBgn0038363
FBgn0248796	FBgn0038421
FBgn0248797	NA
FBgn0248798	FBgn0037970
FBgn0248799	NA
FBgn0248800	FBgn0031059
FBgn0248801	NA
FBgn0248802	NA
FBgn0248803	NA
FBgn0248804	NA
FBgn0248806	FBgn0038012
FBgn0248807	NA
FBgn0248810	FBgn0051092
FBgn0248811	NA
FBgn0248812	NA
FBgn0248813	NA
FBgn0248815	FBgn0036465
FBgn0248816	NA
FBgn0248817	NA
FBgn0248818	NA
FBgn0248819	FBgn0029172
FBgn0248820	NA
FBgn0248821	FBgn0087035
FBgn0248822	NA
FBgn0248823	NA
FBgn0248824	NA
FBgn0248825	NA
FBgn0248826	NA
FBgn0248827	NA
FBgn0248828	FBgn0053725
FBgn0248829	FBgn0040524
FBgn0248830	NA
FBgn0248831	NA
FBgn0248832	NA
FBgn0248833	NA
FBgn0248834	NA
FBgn0248835	FBgn0086608
FBgn0248836	FBgn0030258
FBgn0248837	FBgn0085334
FBgn0248838	NA
FBgn0248839	FBgn0032374
FBgn0248840	FBgn0058198
FBgn0248841	NA
FBgn0248842	NA
FBgn0248843	NA
FBgn0248844	NA
FBgn0248845	FBgn0040020
FBgn0248846	FBgn0039955
FBgn0248847	NA
FBgn0248848	FBgn0030719
FBgn0248849	NA
FBgn0248850	NA
FBgn0248851	FBgn0037963
FBgn0248852	NA
FBgn0248853	NA
FBgn0248854	FBgn0012344
FBgn0248855	FBgn0038274
FBgn0248856	FBgn0259139
FBgn0248857	NA
FBgn0248858	FBgn0016650
FBgn0248859	FBgn0051363
FBgn0248860	FBgn0037918
FBgn0248861	FBgn0263316
FBgn0248862	NA
FBgn0248863	NA
FBgn0248864	FBgn0037475
FBgn0248865	FBgn0011020
FBgn0248866	FBgn0002306
FBgn0248867	FBgn0028400
FBgn0248868	FBgn0037493
FBgn0248869	NA
FBgn0248871	NA
FBgn0248872	NA
FBgn0248873	FBgn0037514
FBgn0248874	FBgn0037515
FBgn0248875	FBgn0037514
FBgn0248876	FBgn0039965
FBgn0248877	FBgn0051472
FBgn0248878	NA
FBgn0248879	NA
FBgn0248880	NA
FBgn0248881	NA
FBgn0248882	NA
FBgn0248883	FBgn0036640
FBgn0248884	FBgn0037615
FBgn0248885	FBgn0037616
FBgn0248886	FBgn0040030
FBgn0248887	FBgn0037622
FBgn0248888	FBgn0085330
FBgn0248889	FBgn0040031
FBgn0248890	NA
FBgn0248891	NA
FBgn0248892	FBgn0002638
FBgn0248893	NA
FBgn0248894	FBgn0039941
FBgn0248895	NA
FBgn0248896	NA
FBgn0248897	NA
FBgn0248898	FBgn0038771
FBgn0248899	FBgn0039941
FBgn0248900	NA
FBgn0248901	NA
FBgn0248902	NA
FBgn0248903	NA
FBgn0248904	FBgn0039943
FBgn0248905	NA
FBgn0248906	FBgn0260234
FBgn0248907	FBgn0040514
FBgn0248908	FBgn0085345
FBgn0248909	NA
FBgn0248910	NA
FBgn0248911	NA
FBgn0248912	NA
FBgn0248913	FBgn0003559
FBgn0248914	NA
FBgn0248915	FBgn0083950
FBgn0248916	NA
FBgn0248917	NA
FBgn0248918	FBgn0052720
FBgn0248919	NA
FBgn0248920	FBgn0040259
FBgn0248921	FBgn0022359
FBgn0248922	NA
FBgn0248923	NA
FBgn0248924	NA
FBgn0248925	NA
FBgn0248926	NA
FBgn0248927	NA
FBgn0248928	NA
FBgn0248929	NA
FBgn0248930	FBgn0026427
FBgn0248931	FBgn0038567
FBgn0248932	FBgn0038568
FBgn0248935	FBgn0037895
FBgn0248936	NA
FBgn0248937	FBgn0039300
FBgn0248938	NA
FBgn0248939	FBgn0037826
FBgn0248940	FBgn0037826
FBgn0248941	NA
FBgn0248943	NA
FBgn0248944	NA
FBgn0248946	NA
FBgn0248947	NA
FBgn0248948	FBgn0038719
FBgn0248949	FBgn0051216
FBgn0248950	FBgn0038730
FBgn0248951	FBgn0038734
FBgn0248952	NA
FBgn0248953	FBgn0038853
FBgn0248954	FBgn0038850
FBgn0248955	FBgn0051296
FBgn0248956	NA
FBgn0248957	FBgn0085303
FBgn0248958	NA
FBgn0248960	NA
FBgn0248961	FBgn0052801
FBgn0248962	NA
FBgn0248963	NA
FBgn0248964	NA
FBgn0248965	FBgn0028879
FBgn0248966	NA
FBgn0248967	FBgn0000117
FBgn0248968	NA
FBgn0248969	NA
FBgn0248970	FBgn0000566
FBgn0248971	FBgn0000117
FBgn0248972	FBgn0053894
FBgn0248973	FBgn0053894
FBgn0248974	FBgn0053894
FBgn0248975	FBgn0053894
FBgn0248976	FBgn0053894
FBgn0248977	NA
FBgn0248978	NA
FBgn0248979	NA
FBgn0248980	FBgn0003274
FBgn0248981	NA
FBgn0248982	NA
FBgn0248983	NA
FBgn0248984	NA
FBgn0248985	NA
FBgn0248986	NA
FBgn0248987	NA
FBgn0248988	FBgn0027329
FBgn0248989	NA
FBgn0248990	NA
FBgn0248991	NA
FBgn0248992	NA
FBgn0248993	NA
FBgn0248994	NA
FBgn0248995	NA
FBgn0248996	NA
FBgn0248997	NA
FBgn0248999	NA
FBgn0249000	NA
FBgn0249001	FBgn0019650
FBgn0249002	NA
FBgn0249003	NA
FBgn0249004	FBgn0087035
FBgn0249005	NA
FBgn0249008	FBgn0045073
FBgn0249009	NA
FBgn0249011	NA
FBgn0249013	FBgn0032025
FBgn0249014	NA
FBgn0249015	FBgn0035909
FBgn0249016	NA
FBgn0249017	NA
FBgn0249018	NA
FBgn0249019	FBgn0051155
FBgn0249020	FBgn0038303
FBgn0249021	FBgn0038302
FBgn0249022	FBgn0038304
FBgn0249023	FBgn0038746
FBgn0249024	FBgn0038745
FBgn0249025	NA
FBgn0249026	NA
FBgn0249027	NA
FBgn0249028	NA
FBgn0249029	NA
FBgn0249030	NA
FBgn0249031	NA
FBgn0249032	NA
FBgn0249033	NA
FBgn0249034	NA
FBgn0249035	NA
FBgn0249036	FBgn0031282
FBgn0249037	NA
FBgn0249038	NA
FBgn0249039	NA
FBgn0249042	NA
FBgn0249043	FBgn0085489
FBgn0249044	FBgn0025830
FBgn0249045	NA
FBgn0249046	NA
FBgn0249047	FBgn0026533
FBgn0249048	FBgn0040513
FBgn0249049	FBgn0013325
FBgn0249050	FBgn0034446
FBgn0249051	FBgn0003887
FBgn0249052	FBgn0023211
FBgn0249053	NA
FBgn0249054	FBgn0025832
FBgn0249055	NA
FBgn0249056	NA
FBgn0249057	FBgn0261403
FBgn0249058	NA
FBgn0249059	NA
FBgn0249060	NA
FBgn0249061	NA
FBgn0249063	FBgn0038268
FBgn0249064	FBgn0021764
FBgn0249065	NA
FBgn0249066	NA
FBgn0249067	NA
FBgn0249068	NA
FBgn0249069	NA
FBgn0249070	NA
FBgn0249072	NA
FBgn0249073	NA
FBgn0249074	FBgn0010412
FBgn0249075	FBgn0032210
FBgn0249076	FBgn0032192
FBgn0249077	NA
FBgn0249078	FBgn0026401
FBgn0249079	NA
FBgn0249080	NA
FBgn0249081	NA
FBgn0249082	FBgn0263745
FBgn0249083	FBgn0042126
FBgn0249084	NA
FBgn0249085	FBgn0058245
FBgn0249086	NA
FBgn0249087	FBgn0086915
FBgn0249088	FBgn0031886
FBgn0249090	FBgn0028895
FBgn0249091	NA
FBgn0249092	NA
FBgn0249093	FBgn0053526
FBgn0249094	NA
FBgn0249095	NA
FBgn0249096	NA
FBgn0249097	NA
FBgn0249099	FBgn0031209
FBgn0249100	FBgn0051898
FBgn0249101	NA
FBgn0249102	FBgn0031292
FBgn0249103	NA
FBgn0249104	FBgn0034106
FBgn0249105	FBgn0031887
FBgn0249106	NA
FBgn0249107	FBgn0031893
FBgn0249108	NA
FBgn0249109	NA
FBgn0249110	FBgn0004915
FBgn0249111	FBgn0041723
FBgn0249112	FBgn0033261
FBgn0249113	FBgn0260749
FBgn0249114	FBgn0032231
FBgn0249115	FBgn0030707
FBgn0249116	NA
FBgn0249117	NA
FBgn0249118	NA
FBgn0249119	FBgn0032968
FBgn0249120	NA
FBgn0249121	NA
FBgn0249122	NA
FBgn0249123	NA
FBgn0249124	NA
FBgn0249125	NA
FBgn0249126	NA
FBgn0249127	FBgn0085333
FBgn0249128	NA
FBgn0249129	NA
FBgn0249130	NA
FBgn0249132	FBgn0032275
FBgn0249133	NA
FBgn0249134	NA
FBgn0249135	NA
FBgn0249136	NA
FBgn0249137	NA
FBgn0249138	NA
FBgn0249139	NA
FBgn0249140	NA
FBgn0249141	NA
FBgn0249143	FBgn0039939
FBgn0249144	NA
FBgn0249145	NA
FBgn0249146	NA
FBgn0249147	NA
FBgn0249148	FBgn0023509
FBgn0249149	NA
FBgn0249150	FBgn0259795
FBgn0249151	NA
FBgn0249152	FBgn0030701
FBgn0249153	NA
FBgn0249154	NA
FBgn0249155	NA
FBgn0249156	FBgn0028737
FBgn0249157	NA
FBgn0249158	FBgn0038211
FBgn0249160	NA
FBgn0249161	NA
FBgn0249162	NA
FBgn0249163	NA
FBgn0249164	NA
FBgn0249165	NA
FBgn0249166	NA
FBgn0249167	NA
FBgn0249168	NA
FBgn0249169	NA
FBgn0249170	NA
FBgn0249171	NA
FBgn0249172	FBgn0261871
FBgn0249173	NA
FBgn0249174	NA
FBgn0249175	FBgn0030466
FBgn0249176	NA
FBgn0249177	NA
FBgn0249178	NA
FBgn0249179	NA
FBgn0249180	NA
FBgn0249181	NA
FBgn0249182	NA
FBgn0249183	NA
FBgn0249184	NA
FBgn0249185	NA
FBgn0249186	NA
FBgn0249187	FBgn0026179
FBgn0249188	NA
FBgn0249189	NA
FBgn0249190	NA
FBgn0249191	NA
FBgn0249192	FBgn0003140
FBgn0249193	NA
FBgn0249194	FBgn0030706
FBgn0249195	FBgn0085333
FBgn0249196	NA
FBgn0249197	NA
FBgn0249200	NA
FBgn0249201	NA
FBgn0249202	FBgn0004859
FBgn0249203	NA
FBgn0249204	NA
FBgn0249205	NA
FBgn0249206	FBgn0035455
FBgn0249208	NA
FBgn0249209	NA
FBgn0249210	NA
FBgn0249211	NA
FBgn0249212	FBgn0260789
FBgn0249213	NA
FBgn0249214	FBgn0260789
FBgn0249215	FBgn0000382
FBgn0249216	NA
FBgn0249217	NA
FBgn0249218	NA
FBgn0249219	NA
FBgn0249220	FBgn0263112
FBgn0249221	FBgn0011824
FBgn0249222	FBgn0039896
FBgn0249223	FBgn0051999
FBgn0249224	NA
FBgn0249225	FBgn0052000
FBgn0249227	FBgn0010317
FBgn0249228	NA
FBgn0249229	FBgn0029704
FBgn0249230	FBgn0029704
FBgn0249231	FBgn0040907
FBgn0249232	FBgn0040907
FBgn0249233	NA
FBgn0249234	NA
FBgn0249235	FBgn0085333
FBgn0249236	NA
FBgn0249237	NA
FBgn0249238	FBgn0033793
FBgn0249239	FBgn0065035
FBgn0249240	NA
FBgn0249241	NA
FBgn0249242	NA
FBgn0249243	FBgn0041164
FBgn0249244	NA
FBgn0249245	NA
FBgn0249246	NA
FBgn0249247	NA
FBgn0249248	NA
FBgn0249249	NA
FBgn0249250	NA
FBgn0249251	FBgn0014127
FBgn0249252	FBgn0014127
FBgn0249253	FBgn0014127
FBgn0249254	FBgn0039945
FBgn0249255	NA
FBgn0249256	NA
FBgn0249257	NA
FBgn0249258	NA
FBgn0249259	NA
FBgn0249260	FBgn0034910
FBgn0249261	NA
FBgn0249262	FBgn0039944
FBgn0249263	NA
FBgn0249264	NA
FBgn0249265	NA
FBgn0249266	NA
FBgn0249267	NA
FBgn0249268	NA
FBgn0249269	NA
FBgn0249270	NA
FBgn0249271	NA
FBgn0249272	FBgn0039942
FBgn0249273	NA
FBgn0249274	NA
FBgn0249275	FBgn0005561
FBgn0249276	FBgn0261574
FBgn0249277	FBgn0028474
FBgn0249278	NA
FBgn0249279	NA
FBgn0249280	FBgn0024943
FBgn0249282	NA
FBgn0249283	FBgn0030183
FBgn0249284	NA
FBgn0249286	FBgn0030289
FBgn0249287	FBgn0030508
FBgn0249288	NA
FBgn0249289	NA
FBgn0249290	FBgn0034423
FBgn0249291	NA
FBgn0249292	NA
FBgn0249293	FBgn0030798
FBgn0249295	NA
FBgn0249296	NA
FBgn0249297	NA
FBgn0249299	NA
FBgn0249300	NA
FBgn0249301	NA
FBgn0249302	FBgn0020443
FBgn0249303	NA
FBgn0249304	NA
FBgn0249305	NA
FBgn0249306	NA
FBgn0249307	FBgn0004898
FBgn0249308	FBgn0053096
FBgn0249309	NA
FBgn0249310	NA
FBgn0249311	FBgn0027101
FBgn0249312	NA
FBgn0249313	NA
FBgn0249314	NA
FBgn0249315	FBgn0030686
FBgn0249316	FBgn0028943
FBgn0249317	FBgn0053643
FBgn0249318	FBgn0053647
FBgn0249319	NA
FBgn0249320	FBgn0028424
FBgn0249321	NA
FBgn0249322	NA
FBgn0249323	NA
FBgn0249324	NA
FBgn0249325	NA
FBgn0249326	NA
FBgn0249327	NA
FBgn0249329	FBgn0037860
FBgn0249330	NA
FBgn0249331	NA
FBgn0249332	NA
FBgn0249333	NA
FBgn0249334	NA
FBgn0249337	NA
FBgn0249338	NA
FBgn0249339	FBgn0039288
FBgn0249340	NA
FBgn0249341	FBgn0039927
FBgn0249342	NA
FBgn0249343	NA
FBgn0249344	NA
FBgn0249345	NA
FBgn0249346	NA
FBgn0249347	NA
FBgn0249348	NA
FBgn0249349	NA
FBgn0249350	NA
FBgn0249351	NA
FBgn0249352	NA
FBgn0249353	NA
FBgn0249354	FBgn0031844
FBgn0249355	FBgn0030706
FBgn0249356	NA
FBgn0249357	FBgn0032374
FBgn0249358	NA
FBgn0249359	NA
FBgn0249360	NA
FBgn0249361	NA
FBgn0249362	NA
FBgn0249363	NA
FBgn0249364	NA
FBgn0249365	NA
FBgn0249366	FBgn0038755
FBgn0249367	NA
FBgn0249368	NA
FBgn0249369	NA
FBgn0249370	NA
FBgn0249371	NA
FBgn0249372	FBgn0038695
FBgn0249373	NA
FBgn0249374	NA
FBgn0249375	NA
FBgn0249376	NA
FBgn0249378	NA
FBgn0249379	NA
FBgn0249380	FBgn0038083
FBgn0249381	FBgn0053531
FBgn0249382	NA
FBgn0249383	FBgn0033202
FBgn0249384	NA
FBgn0249385	NA
FBgn0249386	NA
FBgn0249387	NA
FBgn0249388	FBgn0261802
FBgn0249389	FBgn0083973
FBgn0249390	FBgn0039124
FBgn0249391	NA
FBgn0249392	FBgn0051708
FBgn0249393	FBgn0011705
FBgn0249394	NA
FBgn0249395	NA
FBgn0249396	NA
FBgn0249397	NA
FBgn0249398	FBgn0001114
FBgn0249399	FBgn0036325
FBgn0249400	NA
FBgn0249401	FBgn0052986
FBgn0249402	FBgn0261998
FBgn0249403	NA
FBgn0249404	NA
FBgn0249405	FBgn0085374
FBgn0249406	NA
FBgn0249407	FBgn0026196
FBgn0249409	NA
FBgn0249410	FBgn0031861
FBgn0249411	NA
FBgn0249412	NA
FBgn0249413	FBgn0031859
FBgn0249414	FBgn0032095
FBgn0249415	NA
FBgn0249416	NA
FBgn0249417	NA
FBgn0249418	FBgn0259683
FBgn0249419	NA
FBgn0249420	FBgn0261987
FBgn0249421	NA
FBgn0249422	NA
FBgn0249423	NA
FBgn0249424	NA
FBgn0249425	FBgn0032095
FBgn0249426	FBgn0000559
FBgn0249427	FBgn0027780
FBgn0249428	NA
FBgn0249429	NA
FBgn0249430	NA
FBgn0249432	FBgn0020616
FBgn0249433	FBgn0000392
FBgn0249434	FBgn0031844
FBgn0249435	NA
FBgn0249436	FBgn0031844
FBgn0249437	FBgn0032077
FBgn0249438	FBgn0031853
FBgn0249439	NA
FBgn0249440	NA
FBgn0249441	FBgn0032069
FBgn0249442	FBgn0032067
FBgn0249443	FBgn0032069
FBgn0249444	NA
FBgn0249445	FBgn0002564
FBgn0249447	NA
FBgn0249448	FBgn0005672
FBgn0249449	NA
FBgn0249450	NA
FBgn0249451	NA
FBgn0249452	NA
FBgn0249453	NA
FBgn0249454	FBgn0032086
FBgn0249455	FBgn0032087
FBgn0249456	FBgn0262357
FBgn0249457	NA
FBgn0249458	FBgn0085488
FBgn0249459	FBgn0000464
FBgn0249460	NA
FBgn0249461	NA
FBgn0249462	FBgn0259716
FBgn0249463	NA
FBgn0249464	FBgn0031804
FBgn0249465	NA
FBgn0249466	FBgn0030895
FBgn0249467	FBgn0031610
FBgn0249468	FBgn0031610
FBgn0249469	NA
FBgn0249470	NA
FBgn0249471	FBgn0036439
FBgn0249472	NA
FBgn0249473	FBgn0038083
FBgn0249474	NA
FBgn0249475	FBgn0002573
FBgn0249476	NA
FBgn0249477	FBgn0087035
FBgn0249478	NA
FBgn0249479	NA
FBgn0249480	NA
FBgn0249481	NA
FBgn0249482	NA
FBgn0249483	NA
FBgn0249484	FBgn0052704
FBgn0249485	NA
FBgn0249486	NA
FBgn0249487	NA
FBgn0249488	NA
FBgn0249489	FBgn0030109
FBgn0249490	NA
FBgn0249491	NA
FBgn0249492	NA
FBgn0249493	FBgn0085333
FBgn0249494	FBgn0260789
FBgn0249495	FBgn0024248
FBgn0249496	NA
FBgn0249497	NA
FBgn0249498	NA
FBgn0249499	NA
FBgn0249500	NA
FBgn0249501	NA
FBgn0249502	NA
FBgn0249503	NA
FBgn0249504	NA
FBgn0249505	FBgn0086367
FBgn0249506	NA
FBgn0249507	NA
FBgn0249508	NA
FBgn0249509	NA
FBgn0249510	NA
FBgn0249511	NA
FBgn0249512	NA
FBgn0249513	NA
FBgn0249514	NA
FBgn0249515	NA
FBgn0249516	NA
FBgn0249517	NA
FBgn0249519	NA
FBgn0249521	NA
FBgn0249522	NA
FBgn0249523	FBgn0051716
FBgn0249525	NA
FBgn0249527	NA
FBgn0249528	NA
FBgn0249530	NA
FBgn0249531	NA
FBgn0249532	NA
FBgn0249533	NA
FBgn0249534	NA
FBgn0249535	NA
FBgn0249536	NA
FBgn0249537	FBgn0031832
FBgn0249538	NA
FBgn0249539	FBgn0031829
FBgn0249540	FBgn0031830
FBgn0249541	FBgn0031831
FBgn0249542	NA
FBgn0249543	NA
FBgn0249544	NA
FBgn0249545	NA
FBgn0249546	NA
FBgn0249547	NA
FBgn0249548	NA
FBgn0249549	NA
FBgn0249550	FBgn0053702
FBgn0249551	FBgn0053703
FBgn0249552	NA
FBgn0249553	NA
FBgn0249554	NA
FBgn0249555	NA
FBgn0249556	FBgn0035917
FBgn0249557	NA
FBgn0249559	NA
FBgn0249560	FBgn0013531
FBgn0249561	FBgn0085456
FBgn0249562	NA
FBgn0249563	NA
FBgn0249564	NA
FBgn0249565	FBgn0053696
FBgn0249566	NA
FBgn0249567	FBgn0035511
FBgn0249568	FBgn0035510
FBgn0249569	NA
FBgn0249570	FBgn0259986
FBgn0249571	FBgn0264693
FBgn0249572	FBgn0036549
FBgn0249573	FBgn0259098
FBgn0249574	NA
FBgn0249575	FBgn0036552
FBgn0249576	NA
FBgn0249577	NA
FBgn0249578	FBgn0037015
FBgn0249579	NA
FBgn0249580	FBgn0264561
FBgn0249581	NA
FBgn0249582	FBgn0037086
FBgn0249583	FBgn0261360
FBgn0249584	NA
FBgn0249585	NA
FBgn0249586	NA
FBgn0249587	FBgn0052563
FBgn0249588	FBgn0040871
FBgn0249589	FBgn0036877
FBgn0249590	NA
FBgn0249591	NA
FBgn0249592	NA
FBgn0249593	NA
FBgn0249594	FBgn0030827
FBgn0249595	FBgn0261698
FBgn0249596	NA
FBgn0249597	NA
FBgn0249598	FBgn0003089
FBgn0249599	NA
FBgn0249600	NA
FBgn0249601	NA
FBgn0249602	NA
FBgn0249603	NA
FBgn0249604	FBgn0036861
FBgn0249605	NA
FBgn0249606	NA
FBgn0249608	NA
FBgn0249609	NA
FBgn0249610	NA
FBgn0249611	FBgn0085285
FBgn0249612	NA
FBgn0249613	FBgn0029946
FBgn0249614	NA
FBgn0249615	NA
FBgn0249616	FBgn0036374
FBgn0249617	NA
FBgn0249618	FBgn0031391
FBgn0249620	NA
FBgn0249621	NA
FBgn0249622	NA
FBgn0249623	NA
FBgn0249624	NA
FBgn0249625	NA
FBgn0249626	FBgn0037147
FBgn0249628	NA
FBgn0249629	FBgn0260967
FBgn0249630	NA
FBgn0249632	NA
FBgn0249633	NA
FBgn0249634	NA
FBgn0249635	NA
FBgn0249636	NA
FBgn0249637	NA
FBgn0249638	FBgn0024277
FBgn0249639	NA
FBgn0249640	FBgn0027616
FBgn0249641	NA
FBgn0249642	FBgn0042185
FBgn0249643	FBgn0004854
FBgn0249644	NA
FBgn0249645	NA
FBgn0249646	NA
FBgn0249648	FBgn0036678
FBgn0249649	NA
FBgn0249650	NA
FBgn0249651	NA
FBgn0249652	NA
FBgn0249653	NA
FBgn0249654	NA
FBgn0249655	FBgn0052087
FBgn0249656	NA
FBgn0249657	NA
FBgn0249658	FBgn0259140
FBgn0249659	NA
FBgn0249660	NA
FBgn0249661	FBgn0261634
FBgn0249662	FBgn0013342
FBgn0249663	NA
FBgn0249664	NA
FBgn0249665	NA
FBgn0249666	FBgn0053493
FBgn0249667	NA
FBgn0249668	NA
FBgn0249669	FBgn0086708
FBgn0249670	NA
FBgn0249671	NA
FBgn0249672	NA
FBgn0249673	FBgn0015618
FBgn0249674	NA
