"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0250089"	"Unknown_group_704"	961	10705	1242	"Dpse\GA28729"
"FBgn0250090"	"Unknown_singleton_1554"	5252	6883	1512	"Dpse\GA28730"
"FBgn0250091"	"Unknown_singleton_1554"	2880	4420	1338	"Dpse\GA28731"
"FBgn0250092"	"Unknown_singleton_1554"	1960	2596	579	"Dpse\GA28732"
"FBgn0250093"	"Unknown_group_451"	5176	6434	1098	"Dpse\GA28733"
"FBgn0250094"	"Unknown_group_279"	4954	5169	216	"Dpse\GA28734"
"FBgn0250095"	"Unknown_group_279"	9144	9623	480	"Dpse\GA28735"
"FBgn0250096"	"Unknown_group_279"	19233	20131	456	"Dpse\GA28736"
"FBgn0250097"	"Unknown_group_279"	20168	20973	237	"Dpse\GA28737"
"FBgn0250098"	"Unknown_singleton_1973"	2074	2741	558	"Dpse\GA28738"
"FBgn0250099"	"Unknown_singleton_1181"	957	1831	814	"Dpse\GA28739"
"FBgn0250100"	"Unknown_group_352"	7832	8364	504	"Dpse\GA28740"
"FBgn0250101"	"Unknown_singleton_2365"	2290	3102	699	"Dpse\GA28741"
"FBgn0250102"	"Unknown_singleton_2908"	2557	3069	513	"Dpse\GA28742"
"FBgn0250103"	"Unknown_group_205"	7847	8387	462	"Dpse\GA28743"
"FBgn0250104"	"Unknown_group_205"	9797	10030	234	"Dpse\GA28744"
"FBgn0250105"	"4_group4"	6592287	6593129	843	"Dpse\GA28745"
"FBgn0250106"	"XL_group1e"	3314217	3315098	882	"Dpse\GA28746"
"FBgn0250107"	"4_group4"	6585729	6589669	2355	"Dpse\GA28747"
"FBgn0250109"	"4_group4"	6555237	6555536	300	"Dpse\GA28749"
"FBgn0250110"	"4_group4"	6547705	6551931	921	"Dpse\GA28750"
"FBgn0250111"	"4_group4"	6546018	6546819	420	"Dpse\GA28751"
"FBgn0250113"	"4_group4"	6508771	6510970	1941	"Dpse\GA28753"
"FBgn0250115"	"XL_group1e"	3360747	3361807	234	"Dpse\GA28755"
"FBgn0250116"	"4_group4"	6482514	6483833	858	"Dpse\GA28756"
"FBgn0250119"	"4_group4"	6385353	6385802	450	"Dpse\GA28760"
"FBgn0250120"	"4_group4"	6343001	6343589	360	"Dpse\GA28761"
"FBgn0250122"	"4_group4"	6205201	6205473	273	"Dpse\GA28763"
"FBgn0250123"	"4_group4"	6150341	6150824	246	"Dpse\GA28764"
"FBgn0250124"	"4_group4"	6147895	6148194	300	"Dpse\GA28765"
"FBgn0250125"	"4_group4"	6127649	6129033	357	"Dpse\GA28766"
"FBgn0250126"	"4_group4"	6124539	6124901	363	"Dpse\GA28767"
"FBgn0250127"	"4_group4"	6020709	6020975	267	"Dpse\GA28768"
"FBgn0250128"	"4_group4"	5996761	5997904	1089	"Dpse\GA28769"
"FBgn0250129"	"4_group4"	5910160	5915431	4857	"Dpse\GA28770"
"FBgn0250130"	"4_group4"	5897279	5898423	249	"Dpse\GA28771"
"FBgn0250131"	"4_group4"	5896543	5897262	513	"Dpse\GA28772"
"FBgn0250132"	"4_group4"	5892011	5892318	252	"Dpse\GA28773"
"FBgn0250133"	"4_group4"	5891354	5891882	297	"Dpse\GA28774"
"FBgn0250134"	"4_group4"	5887473	5888389	864	"Dpse\GA28775"
"FBgn0250135"	"4_group4"	5876157	5876558	402	"Dpse\GA28776"
"FBgn0250136"	"4_group4"	5797702	5799949	1848	"Dpse\GA28777"
"FBgn0250137"	"4_group4"	5795106	5797132	1761	"Dpse\GA28778"
"FBgn0250138"	"4_group4"	5793948	5794298	351	"Dpse\GA28779"
"FBgn0250139"	"4_group4"	5743609	5791660	2541	"Dpse\GA28780"
"FBgn0250140"	"XL_group1e"	3384652	3385831	714	"Dpse\GA28781"
"FBgn0250141"	"4_group4"	5736447	5741179	1716	"Dpse\GA28782"
"FBgn0250142"	"4_group4"	5262841	5263828	402	"Dpse\GA28783"
"FBgn0250143"	"4_group4"	5251435	5255571	2598	"Dpse\GA28784"
"FBgn0250144"	"4_group4"	5244336	5244575	240	"Dpse\GA28785"
"FBgn0250145"	"4_group4"	5230705	5234088	3192	"Dpse\GA28786"
"FBgn0250146"	"XL_group1e"	3397519	3398196	678	"Dpse\GA28787"
"FBgn0250147"	"4_group4"	5088845	5089579	609	"Dpse\GA28788"
"FBgn0250148"	"4_group4"	5047724	5049313	1590	"Dpse\GA28789"
"FBgn0250149"	"4_group4"	4958485	4959775	831	"Dpse\GA28790"
"FBgn0250150"	"4_group4"	4952937	4956645	1059	"Dpse\GA28791"
"FBgn0250151"	"4_group4"	4855769	4856188	420	"Dpse\GA28792"
"FBgn0250152"	"4_group4"	4814552	4815915	1200	"Dpse\GA28793"
"FBgn0250153"	"4_group4"	4802732	4804087	1356	"Dpse\GA28794"
"FBgn0250154"	"4_group4"	4765875	4766811	216	"Dpse\GA28795"
"FBgn0250155"	"XL_group1e"	3415723	3416403	681	"Dpse\GA28796"
"FBgn0250157"	"4_group4"	4607052	4607720	591	"Dpse\GA28798"
"FBgn0250158"	"XL_group1e"	3419252	3420887	525	"Dpse\GA28799"
"FBgn0250159"	"4_group4"	4502697	4503198	402	"Dpse\GA28800"
"FBgn0250160"	"4_group4"	4468092	4474185	792	"Dpse\GA28801"
"FBgn0250161"	"4_group4"	4435802	4439684	1362	"Dpse\GA28802"
"FBgn0250162"	"4_group4"	4399964	4401902	1044	"Dpse\GA28803"
"FBgn0250163"	"4_group4"	4393401	4393973	504	"Dpse\GA28804"
"FBgn0250164"	"4_group4"	4391316	4392416	1101	"Dpse\GA28805"
"FBgn0250165"	"4_group4"	4204600	4205853	1254	"Dpse\GA28806"
"FBgn0250166"	"Unknown_group_94"	647	850	204	"Dpse\GA28807"
"FBgn0250167"	"XL_group1e"	3428372	3430097	909	"Dpse\GA28808"
"FBgn0250168"	"4_group4"	4192016	4195273	2079	"Dpse\GA28809"
"FBgn0250169"	"4_group4"	4135470	4142742	1188	"Dpse\GA28810"
"FBgn0250170"	"4_group4"	4114982	4115536	555	"Dpse\GA28811"
"FBgn0250171"	"4_group4"	4112070	4113188	1119	"Dpse\GA28812"
"FBgn0250172"	"4_group4"	4110053	4110455	363	"Dpse\GA28813"
"FBgn0250173"	"4_group4"	4089193	4090534	1200	"Dpse\GA28814"
"FBgn0250174"	"4_group4"	4052686	4069372	3027	"Dpse\GA28815"
"FBgn0250177"	"4_group4"	3824234	3884134	3540	"Dpse\GA28818"
"FBgn0250178"	"4_group4"	3774222	3775237	762	"Dpse\GA28819"
"FBgn0250179"	"4_group4"	3771502	3772050	495	"Dpse\GA28820"
"FBgn0250180"	"4_group4"	3735717	3736994	1278	"Dpse\GA28821"
"FBgn0250181"	"4_group4"	3717879	3720050	1287	"Dpse\GA28822"
"FBgn0250182"	"4_group4"	3687775	3688348	507	"Dpse\GA28823"
"FBgn0250183"	"4_group4"	3663974	3685417	315	"Dpse\GA28824"
"FBgn0250184"	"4_group4"	3663263	3663884	555	"Dpse\GA28825"
"FBgn0250185"	"4_group4"	3556913	3557446	462	"Dpse\GA28826"
"FBgn0250186"	"4_group4"	3552494	3555570	2658	"Dpse\GA28827"
"FBgn0250187"	"4_group4"	3428264	3429928	1602	"Dpse\GA28828"
"FBgn0250188"	"4_group4"	3391367	3391981	615	"Dpse\GA28829"
"FBgn0250189"	"4_group4"	3368219	3370278	2004	"Dpse\GA28830"
"FBgn0250190"	"4_group4"	3358015	3359988	204	"Dpse\GA28831"
"FBgn0250191"	"XL_group1e"	3443408	3443614	207	"Dpse\GA28832"
"FBgn0250192"	"4_group4"	3327005	3328041	948	"Dpse\GA28833"
"FBgn0250193"	"4_group4"	3163502	3164158	657	"Dpse\GA28834"
"FBgn0250194"	"4_group4"	3149521	3151254	1734	"Dpse\GA28835"
"FBgn0250195"	"4_group4"	3137099	3137497	399	"Dpse\GA28836"
"FBgn0250196"	"XL_group1e"	3471232	3476661	2061	"Dpse\GA28837"
"FBgn0250197"	"4_group4"	3107478	3109765	1251	"Dpse\GA28838"
"FBgn0250198"	"4_group4"	3071970	3075245	2022	"Dpse\GA28839"
"FBgn0250199"	"4_group4"	3051997	3054916	2655	"Dpse\GA28840"
"FBgn0250200"	"4_group4"	2932348	2933553	1206	"Dpse\GA28841"
"FBgn0250201"	"4_group4"	2913718	2915312	1326	"Dpse\GA28842"
"FBgn0250202"	"4_group4"	2909296	2912124	2829	"Dpse\GA28843"
"FBgn0250203"	"4_group4"	2905987	2907189	1203	"Dpse\GA28844"
"FBgn0250204"	"4_group4"	2901672	2902088	417	"Dpse\GA28845"
"FBgn0250206"	"4_group4"	2898555	2899085	531	"Dpse\GA28847"
"FBgn0250207"	"4_group4"	2895524	2896087	564	"Dpse\GA28848"
"FBgn0250208"	"4_group4"	2845724	2847367	1497	"Dpse\GA28849"
"FBgn0250209"	"4_group4"	2796524	2797059	354	"Dpse\GA28850"
"FBgn0250210"	"4_group4"	2710543	2717393	2451	"Dpse\GA28851"
"FBgn0250211"	"4_group4"	2705573	2707901	1839	"Dpse\GA28852"
"FBgn0250212"	"XL_group1e"	3533438	3533830	393	"Dpse\GA28853"
"FBgn0250213"	"4_group4"	2638772	2639764	993	"Dpse\GA28854"
"FBgn0250214"	"XL_group1e"	10923376	10925744	1818	"Dpse\GA28855"
"FBgn0250215"	"4_group4"	2443419	2444082	354	"Dpse\GA28856"
"FBgn0250216"	"4_group4"	2353685	2354179	495	"Dpse\GA28857"
"FBgn0250217"	"4_group4"	2337151	2337666	516	"Dpse\GA28858"
"FBgn0250218"	"4_group4"	2316177	2316449	213	"Dpse\GA28859"
"FBgn0250219"	"4_group4"	2263427	2263582	156	"Dpse\GA28860"
"FBgn0250220"	"XL_group1e"	3653375	3654073	699	"Dpse\GA28861"
"FBgn0250221"	"4_group4"	2169107	2169942	720	"Dpse\GA28862"
"FBgn0250222"	"4_group4"	2119225	2120468	654	"Dpse\GA28863"
"FBgn0250223"	"4_group4"	2118250	2119120	816	"Dpse\GA28864"
"FBgn0250224"	"XL_group1e"	3659164	3659511	348	"Dpse\GA28865"
"FBgn0250225"	"4_group4"	2108703	2109383	681	"Dpse\GA28866"
"FBgn0250226"	"4_group4"	2102636	2104614	699	"Dpse\GA28867"
"FBgn0250228"	"XL_group1e"	3681178	3681510	333	"Dpse\GA28869"
"FBgn0250229"	"4_group4"	1882523	1883111	528	"Dpse\GA28870"
"FBgn0250230"	"4_group4"	1876300	1878169	1521	"Dpse\GA28871"
"FBgn0250231"	"4_group4"	1771245	1773414	1917	"Dpse\GA28872"
"FBgn0250232"	"4_group4"	1686580	1687212	633	"Dpse\GA28873"
"FBgn0250233"	"4_group4"	1684992	1686254	1152	"Dpse\GA28874"
"FBgn0250234"	"XL_group1e"	3684351	3684683	333	"Dpse\GA28875"
"FBgn0250235"	"4_group4"	1683398	1684541	1023	"Dpse\GA28876"
"FBgn0250236"	"4_group4"	1630934	1631263	330	"Dpse\GA28877"
"FBgn0250237"	"4_group4"	1576524	1577798	1014	"Dpse\GA28878"
"FBgn0250238"	"4_group4"	1532912	1533193	222	"Dpse\GA28879"
"FBgn0250239"	"4_group4"	1526045	1531630	1212	"Dpse\GA28880"
"FBgn0250240"	"4_group4"	1514206	1520410	675	"Dpse\GA28881"
"FBgn0250241"	"4_group4"	1492582	1493125	477	"Dpse\GA28882"
"FBgn0250242"	"XL_group1e"	3724754	3727883	687	"Dpse\GA28883"
"FBgn0250243"	"4_group4"	1449725	1451691	1731	"Dpse\GA28884"
"FBgn0250244"	"4_group4"	1446711	1447630	867	"Dpse\GA28885"
"FBgn0250245"	"4_group4"	1373533	1373805	273	"Dpse\GA28886"
"FBgn0250246"	"4_group4"	1351708	1352330	552	"Dpse\GA28887"
"FBgn0250247"	"XL_group1e"	3728586	3729677	777	"Dpse\GA28888"
"FBgn0250248"	"4_group4"	1288497	1289116	324	"Dpse\GA28889"
"FBgn0250249"	"4_group4"	1281208	1281417	210	"Dpse\GA28890"
"FBgn0250250"	"4_group4"	1272309	1274817	459	"Dpse\GA28891"
"FBgn0250251"	"4_group4"	1267886	1268635	750	"Dpse\GA28892"
"FBgn0250252"	"4_group4"	1266474	1266796	168	"Dpse\GA28893"
"FBgn0250253"	"4_group4"	1079888	1082295	402	"Dpse\GA28894"
"FBgn0250254"	"4_group4"	1062982	1063920	636	"Dpse\GA28895"
"FBgn0250255"	"4_group4"	1059949	1061067	576	"Dpse\GA28896"
"FBgn0250256"	"4_group4"	1038631	1039086	456	"Dpse\GA28897"
"FBgn0250257"	"4_group4"	941376	942439	993	"Dpse\GA28898"
"FBgn0250258"	"4_group4"	939372	940064	693	"Dpse\GA28899"
"FBgn0250259"	"4_group4"	936991	937710	720	"Dpse\GA28900"
"FBgn0250260"	"4_group4"	924378	926881	870	"Dpse\GA28901"
"FBgn0250261"	"4_group4"	921767	921970	204	"Dpse\GA28902"
"FBgn0250262"	"4_group4"	919782	920474	693	"Dpse\GA28903"
"FBgn0250263"	"XL_group1e"	3733497	3733856	360	"Dpse\GA28904"
"FBgn0250264"	"4_group4"	907529	908329	801	"Dpse\GA28905"
"FBgn0250265"	"4_group4"	872581	873783	1032	"Dpse\GA28906"
"FBgn0250266"	"4_group4"	861045	861731	687	"Dpse\GA28907"
"FBgn0250267"	"4_group4"	783608	798016	426	"Dpse\GA28908"
"FBgn0250268"	"XL_group1e"	10921831	10922854	486	"Dpse\GA28909"
"FBgn0250269"	"XL_group1e"	3736141	3736680	270	"Dpse\GA28910"
"FBgn0250270"	"4_group4"	639144	643733	3378	"Dpse\GA28911"
"FBgn0250271"	"4_group4"	568538	569200	663	"Dpse\GA28912"
"FBgn0250272"	"4_group4"	496785	499951	351	"Dpse\GA28913"
"FBgn0250273"	"4_group4"	422628	423319	510	"Dpse\GA28914"
"FBgn0250274"	"XL_group1e"	3739700	3743264	2982	"Dpse\GA28915"
"FBgn0250275"	"4_group4"	393940	414945	549	"Dpse\GA28916"
"FBgn0250276"	"4_group4"	387554	387793	240	"Dpse\GA28917"
"FBgn0250277"	"4_group4"	383088	383258	171	"Dpse\GA28918"
"FBgn0250278"	"4_group4"	379741	380085	273	"Dpse\GA28919"
"FBgn0250279"	"4_group4"	328812	330154	1281	"Dpse\GA28920"
"FBgn0250281"	"4_group4"	271588	272010	423	"Dpse\GA28922"
"FBgn0250282"	"4_group4"	245511	246249	681	"Dpse\GA28923"
"FBgn0250283"	"4_group4"	234217	234393	177	"Dpse\GA28924"
"FBgn0250284"	"4_group4"	8620	9198	579	"Dpse\GA28925"
"FBgn0250285"	"4_group4"	2584	3813	1230	"Dpse\GA28926"
"FBgn0250286"	"4_group4"	47	826	159	"Dpse\GA28927"
"FBgn0250287"	"4_group4"	1247	1522	276	"Dpse\GA28928"
"FBgn0250288"	"4_group4"	4608	5644	954	"Dpse\GA28929"
"FBgn0250289"	"4_group4"	6649	7389	741	"Dpse\GA28930"
"FBgn0250290"	"4_group4"	16120	16377	258	"Dpse\GA28931"
"FBgn0250291"	"4_group4"	29418	29693	276	"Dpse\GA28932"
"FBgn0250292"	"4_group4"	67317	67685	369	"Dpse\GA28933"
"FBgn0250293"	"XL_group1e"	3802012	3802599	588	"Dpse\GA28935"
"FBgn0250294"	"4_group4"	93414	93818	405	"Dpse\GA28936"
"FBgn0250295"	"4_group4"	187273	187500	228	"Dpse\GA28937"
"FBgn0250296"	"4_group4"	221086	221424	339	"Dpse\GA28938"
"FBgn0250297"	"4_group4"	256607	256837	231	"Dpse\GA28939"
"FBgn0250298"	"4_group4"	261131	261367	237	"Dpse\GA28940"
"FBgn0250299"	"4_group4"	275000	275452	453	"Dpse\GA28941"
"FBgn0250300"	"4_group4"	299598	299789	192	"Dpse\GA28942"
"FBgn0250301"	"4_group4"	301456	301812	273	"Dpse\GA28943"
"FBgn0250302"	"4_group4"	307563	308000	438	"Dpse\GA28944"
"FBgn0250303"	"XL_group1e"	3802968	3804871	1548	"Dpse\GA28945"
"FBgn0250304"	"4_group4"	312644	312930	228	"Dpse\GA28946"
"FBgn0250305"	"4_group4"	327603	328422	759	"Dpse\GA28947"
"FBgn0250306"	"4_group4"	381684	382686	453	"Dpse\GA28948"
"FBgn0250307"	"4_group4"	574511	578494	3411	"Dpse\GA28949"
"FBgn0250308"	"XL_group1e"	3807041	3807193	153	"Dpse\GA28950"
"FBgn0250309"	"4_group4"	579072	583066	3372	"Dpse\GA28951"
"FBgn0250310"	"4_group4"	628984	629283	177	"Dpse\GA28952"
"FBgn0250311"	"4_group4"	646073	648120	1845	"Dpse\GA28953"
"FBgn0250312"	"4_group4"	695496	696271	375	"Dpse\GA28954"
"FBgn0250313"	"4_group4"	828274	829171	693	"Dpse\GA28955"
"FBgn0250314"	"XL_group1e"	3808423	3809110	552	"Dpse\GA28956"
"FBgn0250315"	"4_group4"	871666	871956	222	"Dpse\GA28957"
"FBgn0250316"	"4_group4"	992305	992853	549	"Dpse\GA28958"
"FBgn0250317"	"XL_group1e"	3838537	3838891	300	"Dpse\GA28959"
"FBgn0250318"	"4_group4"	1059368	1059754	387	"Dpse\GA28960"
"FBgn0250319"	"4_group4"	1130166	1130318	153	"Dpse\GA28961"
"FBgn0250321"	"4_group4"	1144676	1184295	1083	"Dpse\GA28963"
"FBgn0250322"	"4_group4"	1184355	1185213	342	"Dpse\GA28964"
"FBgn0250323"	"4_group4"	1193778	1194179	402	"Dpse\GA28965"
"FBgn0250324"	"4_group4"	1195258	1196263	660	"Dpse\GA28966"
"FBgn0250325"	"4_group4"	1290514	1291323	756	"Dpse\GA28967"
"FBgn0250326"	"4_group4"	1308394	1308909	516	"Dpse\GA28968"
"FBgn0250327"	"4_group4"	1402624	1407068	1290	"Dpse\GA28969"
"FBgn0250329"	"4_group4"	1446162	1446539	378	"Dpse\GA28971"
"FBgn0250330"	"4_group4"	1448227	1449216	861	"Dpse\GA28972"
"FBgn0250331"	"4_group4"	1466864	1469370	1368	"Dpse\GA28973"
"FBgn0250332"	"4_group4"	1503063	1506686	2922	"Dpse\GA28974"
"FBgn0250333"	"4_group4"	1507414	1510718	1530	"Dpse\GA28975"
"FBgn0250334"	"4_group4"	1564367	1564963	597	"Dpse\GA28976"
"FBgn0250335"	"4_group4"	1569984	1571658	384	"Dpse\GA28977"
"FBgn0250336"	"4_group4"	1665574	1665900	327	"Dpse\GA28978"
"FBgn0250337"	"XL_group1e"	3883235	3886680	3243	"Dpse\GA28979"
"FBgn0250338"	"4_group4"	1687808	1688059	252	"Dpse\GA28980"
"FBgn0250339"	"4_group4"	1777586	1777987	402	"Dpse\GA28981"
"FBgn0250340"	"4_group4"	1871135	1872069	816	"Dpse\GA28982"
"FBgn0250341"	"XL_group1e"	3895911	3898658	1587	"Dpse\GA28983"
"FBgn0250342"	"4_group4"	1978406	1979116	711	"Dpse\GA28984"
"FBgn0250343"	"4_group4"	1985940	1986626	633	"Dpse\GA28985"
"FBgn0250344"	"4_group4"	1993269	1997344	1002	"Dpse\GA28986"
"FBgn0250345"	"4_group4"	2097890	2101104	453	"Dpse\GA28987"
"FBgn0250346"	"4_group4"	2117604	2118163	501	"Dpse\GA28988"
"FBgn0250347"	"4_group4"	2192734	2192919	186	"Dpse\GA28989"
"FBgn0250348"	"4_group4"	2374478	2374735	258	"Dpse\GA28990"
"FBgn0250349"	"4_group4"	2429540	2429791	252	"Dpse\GA28991"
"FBgn0250350"	"4_group4"	2703314	2705486	2046	"Dpse\GA28992"
"FBgn0250351"	"4_group4"	2849224	2852144	2124	"Dpse\GA28993"
"FBgn0250352"	"4_group4"	2888062	2888310	249	"Dpse\GA28994"
"FBgn0250353"	"4_group4"	2893688	2893963	276	"Dpse\GA28995"
"FBgn0250354"	"4_group4"	2928885	2929486	543	"Dpse\GA28996"
"FBgn0250355"	"4_group4"	2953004	2955118	2115	"Dpse\GA28997"
"FBgn0250356"	"XL_group1e"	3964235	3965330	1020	"Dpse\GA28998"
"FBgn0250357"	"4_group4"	3177598	3206410	1740	"Dpse\GA28999"
"FBgn0250358"	"4_group4"	3211130	3212737	1494	"Dpse\GA29000"
"FBgn0250359"	"4_group4"	3222991	3234610	1389	"Dpse\GA29001"
"FBgn0250360"	"4_group4"	3252813	3254701	1836	"Dpse\GA29002"
"FBgn0250361"	"4_group4"	3297103	3297879	717	"Dpse\GA29003"
"FBgn0250362"	"4_group4"	3298495	3302067	2994	"Dpse\GA29004"
"FBgn0250363"	"4_group4"	3434774	3435955	993	"Dpse\GA29005"
"FBgn0250364"	"4_group4"	3457241	3457646	345	"Dpse\GA29006"
"FBgn0250365"	"4_group4"	3462725	3467236	927	"Dpse\GA29007"
"FBgn0250366"	"4_group4"	3470085	3470486	354	"Dpse\GA29008"
"FBgn0250367"	"4_group4"	3556169	3556861	693	"Dpse\GA29009"
"FBgn0250368"	"4_group4"	3568139	3568803	603	"Dpse\GA29010"
"FBgn0250369"	"4_group4"	3579603	3581827	402	"Dpse\GA29011"
"FBgn0250370"	"4_group4"	3592624	3593850	507	"Dpse\GA29012"
"FBgn0250372"	"4_group4"	3767433	3767630	198	"Dpse\GA29014"
"FBgn0250373"	"4_group4"	3777269	3777943	675	"Dpse\GA29015"
"FBgn0250374"	"4_group4"	3778048	3778350	303	"Dpse\GA29016"
"FBgn0250375"	"4_group4"	3780287	3780679	333	"Dpse\GA29017"
"FBgn0250376"	"XL_group1e"	3982636	3984108	1473	"Dpse\GA29018"
"FBgn0250377"	"4_group4"	3875778	3878298	1854	"Dpse\GA29019"
"FBgn0250378"	"4_group4"	3990101	3990259	159	"Dpse\GA29020"
"FBgn0250379"	"4_group4"	4008719	4009144	426	"Dpse\GA29021"
"FBgn0250380"	"4_group4"	4035310	4042918	675	"Dpse\GA29022"
"FBgn0250381"	"XL_group1e"	3984534	3985537	942	"Dpse\GA29023"
"FBgn0250382"	"4_group4"	4178607	4179440	834	"Dpse\GA29024"
"FBgn0250383"	"4_group4"	4309079	4309288	210	"Dpse\GA29025"
"FBgn0250384"	"4_group4"	4309492	4310519	609	"Dpse\GA29026"
"FBgn0250385"	"4_group4"	4312587	4313903	1317	"Dpse\GA29027"
"FBgn0250386"	"4_group4"	4325145	4325587	246	"Dpse\GA29028"
"FBgn0250387"	"4_group4"	4368269	4369537	1269	"Dpse\GA29029"
"FBgn0250388"	"4_group4"	4370898	4379503	1764	"Dpse\GA29030"
"FBgn0250389"	"4_group4"	4380817	4382293	1359	"Dpse\GA29031"
"FBgn0250390"	"4_group4"	4382859	4383366	450	"Dpse\GA29032"
"FBgn0250391"	"4_group4"	4383835	4384695	792	"Dpse\GA29033"
"FBgn0250392"	"4_group4"	4384728	4384952	225	"Dpse\GA29034"
"FBgn0250393"	"4_group4"	4404975	4408066	1080	"Dpse\GA29035"
"FBgn0250394"	"4_group4"	4465759	4467333	1455	"Dpse\GA29036"
"FBgn0250395"	"4_group4"	4475633	4476709	1008	"Dpse\GA29037"
"FBgn0250396"	"4_group4"	4486853	4487104	252	"Dpse\GA29038"
"FBgn0250397"	"4_group4"	4540351	4542453	2046	"Dpse\GA29039"
"FBgn0250398"	"4_group4"	4591549	4600680	2907	"Dpse\GA29040"
"FBgn0250399"	"4_group4"	4713637	4718020	1908	"Dpse\GA29041"
"FBgn0250400"	"4_group4"	4847447	4848012	510	"Dpse\GA29042"
"FBgn0250401"	"4_group4"	4852082	4852294	213	"Dpse\GA29043"
"FBgn0250402"	"XL_group1e"	4111527	4112225	699	"Dpse\GA29044"
"FBgn0250403"	"4_group4"	4870376	4900984	1743	"Dpse\GA29045"
"FBgn0250404"	"4_group4"	5194190	5194720	531	"Dpse\GA29046"
"FBgn0250405"	"4_group4"	5226434	5229111	1206	"Dpse\GA29047"
"FBgn0250406"	"XL_group1e"	4152406	4154489	303	"Dpse\GA29048"
"FBgn0250407"	"4_group4"	5268392	5270727	2196	"Dpse\GA29049"
"FBgn0250408"	"4_group4"	5311500	5311808	309	"Dpse\GA29050"
"FBgn0250409"	"4_group4"	5334286	5336464	2055	"Dpse\GA29051"
"FBgn0250410"	"4_group4"	5381459	5382148	690	"Dpse\GA29052"
"FBgn0250411"	"4_group4"	5480951	5481613	663	"Dpse\GA29053"
"FBgn0250412"	"4_group4"	5516468	5528480	402	"Dpse\GA29054"
"FBgn0250413"	"4_group4"	5554833	5555753	567	"Dpse\GA29055"
"FBgn0250414"	"4_group4"	5643609	5646658	357	"Dpse\GA29056"
"FBgn0250415"	"4_group4"	5728100	5728525	363	"Dpse\GA29057"
"FBgn0250416"	"4_group4"	5729564	5732592	1197	"Dpse\GA29058"
"FBgn0250417"	"4_group4"	5735720	5736106	387	"Dpse\GA29059"
"FBgn0250418"	"4_group4"	5783298	5784832	1089	"Dpse\GA29060"
"FBgn0250419"	"4_group4"	5867664	5868462	738	"Dpse\GA29061"
"FBgn0250420"	"4_group4"	5870097	5870737	531	"Dpse\GA29062"
"FBgn0250421"	"XL_group1e"	4221343	4229430	2742	"Dpse\GA29063"
"FBgn0250422"	"4_group4"	5878734	5879717	441	"Dpse\GA29064"
"FBgn0250423"	"4_group4"	5880112	5880285	174	"Dpse\GA29065"
"FBgn0250424"	"4_group4"	5881079	5881525	447	"Dpse\GA29066"
"FBgn0250425"	"4_group4"	5886831	5887232	402	"Dpse\GA29067"
"FBgn0250426"	"4_group4"	5888943	5890103	1011	"Dpse\GA29068"
"FBgn0250427"	"4_group4"	5922366	5922728	363	"Dpse\GA29069"
"FBgn0250428"	"XL_group1e"	4230715	4230912	198	"Dpse\GA29070"
"FBgn0250429"	"4_group4"	6004187	6005554	1080	"Dpse\GA29071"
"FBgn0250430"	"4_group4"	6039520	6039760	177	"Dpse\GA29072"
"FBgn0250431"	"XL_group1e"	4231667	4232071	405	"Dpse\GA29073"
"FBgn0250432"	"4_group4"	6126453	6127011	498	"Dpse\GA29074"
"FBgn0250433"	"4_group4"	6149653	6149880	228	"Dpse\GA29075"
"FBgn0250434"	"4_group4"	6150065	6151415	243	"Dpse\GA29076"
"FBgn0250435"	"XL_group1e"	4235151	4235390	240	"Dpse\GA29077"
"FBgn0250436"	"4_group4"	6339519	6340100	354	"Dpse\GA29078"
"FBgn0250437"	"4_group4"	6414679	6422569	705	"Dpse\GA29079"
"FBgn0250441"	"4_group4"	6463706	6466272	2268	"Dpse\GA29083"
"FBgn0250442"	"4_group4"	6467235	6467939	705	"Dpse\GA29084"
"FBgn0250443"	"4_group4"	6468267	6472957	2547	"Dpse\GA29085"
"FBgn0250445"	"4_group4"	6500063	6500519	396	"Dpse\GA29087"
"FBgn0250446"	"4_group4"	6549008	6551204	2013	"Dpse\GA29088"
"FBgn0250447"	"4_group4"	6566843	6569625	1071	"Dpse\GA29089"
"FBgn0250448"	"Unknown_singleton_1460"	2425	3042	618	"Dpse\GA29090"
"FBgn0250449"	"Unknown_group_811"	4236	4448	213	"Dpse\GA29091"
"FBgn0250450"	"Unknown_group_805"	5077	5652	576	"Dpse\GA29092"
"FBgn0250451"	"Unknown_group_89"	1325	4548	543	"Dpse\GA29093"
"FBgn0250452"	"Unknown_singleton_1768"	3998	4789	732	"Dpse\GA29094"
"FBgn0250453"	"XL_group1e"	4291592	4292707	1116	"Dpse\GA29095"
"FBgn0250454"	"Unknown_singleton_1768"	2288	3921	603	"Dpse\GA29096"
"FBgn0250455"	"Unknown_singleton_2799"	6902	7189	288	"Dpse\GA29097"
"FBgn0250456"	"Unknown_singleton_2799"	7793	8245	453	"Dpse\GA29098"
"FBgn0250457"	"Unknown_singleton_2799"	8453	9937	960	"Dpse\GA29099"
"FBgn0250458"	"Unknown_singleton_2799"	9968	10615	648	"Dpse\GA29100"
"FBgn0250459"	"Unknown_singleton_871"	186	2498	1506	"Dpse\GA29101"
"FBgn0250460"	"Unknown_group_356"	2225	2485	261	"Dpse\GA29102"
